Timestamp,EAR,MAR,Drowsiness Detected,Yawning Detected,Emotion
2024-08-14 11:43:25,0.20976744755876542,0.33327619210837706,Yes,No,Surprise
2024-08-14 11:43:25,0.18014325033011788,0.3392316319207759,Yes,No,Sad
2024-08-14 11:43:25,0.18085209682724568,0.30409618510582864,Yes,No,Sad
2024-08-14 11:43:26,0.18696229880205037,0.304047711974875,Yes,No,Sad
2024-08-14 11:43:26,0.15779429987047597,0.32142857142857145,Yes,No,Sad
2024-08-14 11:43:26,0.17053605209982442,0.30352303908701,Yes,No,Sad
2024-08-14 11:43:26,0.22130587237823693,0.32142857142857145,No,No,Sad
2024-08-14 11:43:26,0.23948399795849867,0.3148148148148148,No,No,Sad
2024-08-14 11:43:26,0.23697322080171754,0.32727272727272727,No,No,Sad
2024-08-14 11:43:26,0.26694399341063574,0.32142857142857145,No,No,Sad
2024-08-14 11:43:26,0.24170596260594174,0.2987611643144983,No,No,Sad
2024-08-14 11:43:26,0.26041666666666663,0.2982456140350877,No,No,Sad
2024-08-14 11:43:26,0.2349537037037037,0.3090398323477543,No,No,Surprise
2024-08-14 11:43:27,0.24445236675984408,0.3272186460152693,No,No,Sad
2024-08-14 11:43:27,0.25997559439327655,0.3090909090909091,No,No,Sad
2024-08-14 11:43:27,0.25997559439327655,0.3090909090909091,No,No,Sad
2024-08-14 11:43:27,0.2512571539175179,0.32075471698113206,No,No,Sad
2024-08-14 11:43:27,0.24154589371980675,0.3076923076923077,No,No,Sad
2024-08-14 11:43:27,0.2759873662070812,0.3212519991767973,No,No,Sad
2024-08-14 11:43:27,0.2708451596106679,0.32075471698113206,No,No,Sad
2024-08-14 11:43:27,0.27071179068257845,0.301833071161818,No,No,Sad
2024-08-14 11:43:27,0.2507226792658065,0.29624550409633515,No,No,Sad
2024-08-14 11:43:27,0.2649121517741542,0.3018867924528302,No,No,Sad
2024-08-14 11:43:27,0.2649121517741542,0.3018867924528302,No,No,Sad
2024-08-14 11:43:28,0.26653314215626667,0.3076923076923077,No,No,Sad
2024-08-14 11:43:28,0.2559892691460511,0.29624550409633515,No,No,Sad
2024-08-14 11:43:28,0.2505995694860317,0.3018867924528302,No,No,Surprise
2024-08-14 11:43:28,0.2614588755551084,0.3269230769230769,No,No,Sad
2024-08-14 11:43:28,0.2767342193471806,0.2884082134701481,No,No,Sad
2024-08-14 11:43:28,0.2860389725615482,0.2830188679245283,No,No,Sad
2024-08-14 11:43:28,0.2523627809947495,0.29624550409633515,No,No,Sad
2024-08-14 11:43:28,0.2554347826086957,0.3197443067909726,No,No,Sad
2024-08-14 11:43:28,0.24445236675984408,0.31993601919360226,No,No,Sad
2024-08-14 11:43:28,0.2554347826086957,0.2884082134701481,No,No,Sad
2024-08-14 11:43:29,0.2721298987673606,0.2777301600903142,No,No,Sad
2024-08-14 11:43:29,0.2874174167031657,0.30746497680963514,No,No,Sad
2024-08-14 11:43:29,0.2707069064926346,0.3022607082089597,No,No,Sad
2024-08-14 11:43:29,0.27077601723449224,0.3016720792020162,No,No,Sad
2024-08-14 11:43:29,0.26579026224873725,0.2960932840790421,No,No,Sad
2024-08-14 11:43:29,0.2810619390378849,0.3210806495339678,No,No,Sad
2024-08-14 11:43:29,0.25538262607069195,0.2888882576467999,No,No,Sad
2024-08-14 11:43:29,0.286040776427376,0.30199243735801345,No,No,Sad
2024-08-14 11:43:29,0.2905707623020167,0.30763542770149127,No,No,Sad
2024-08-14 11:43:29,0.2880007989147192,0.2888882576467999,No,No,Sad
2024-08-14 11:43:30,0.2941103868238364,0.31409621128313286,No,No,Sad
2024-08-14 11:43:30,0.2971638771060362,0.2888882576467999,No,No,Sad
2024-08-14 11:43:30,0.31143939275762633,0.2697172872962905,No,No,Sad
2024-08-14 11:43:30,0.2863346886435508,0.29389175021515956,No,No,Sad
2024-08-14 11:43:30,0.2905707623020167,0.2697172872962905,No,No,Sad
2024-08-14 11:43:30,0.28595545653241095,0.2888882576467999,No,No,Sad
2024-08-14 11:43:30,0.2671704644266618,0.2888882576467999,No,No,Sad
2024-08-14 11:43:30,0.28707433657341647,0.26946863112902525,No,No,Sad
2024-08-14 11:43:30,0.2656411306621128,0.2646355877657468,No,No,Sad
2024-08-14 11:43:30,0.2933386397031297,0.2697172872962905,No,No,Sad
2024-08-14 11:43:30,0.3019104287753427,0.29454411894288224,No,No,Sad
2024-08-14 11:43:31,0.27192052454411597,0.2690318547084308,No,No,Sad
2024-08-14 11:43:31,0.29558705030090304,0.26878383045112547,No,No,Sad
2024-08-14 11:43:31,0.30282653306767576,0.31409621128313286,No,No,Sad
2024-08-14 11:43:31,0.28437958814694464,0.29454411894288224,No,No,Sad
2024-08-14 11:43:31,0.2603683810564469,0.29406112401668366,No,No,Sad
2024-08-14 11:43:31,0.3120842484179105,0.2888882576467999,No,No,Sad
2024-08-14 11:43:31,0.3072834403571194,0.3142772291895912,No,No,Sad
2024-08-14 11:43:31,0.3108974358974359,0.26986681181334515,No,No,Sad
2024-08-14 11:43:31,0.2906773236532695,0.3528733488200204,No,No,Sad
2024-08-14 11:43:31,0.3108974358974359,0.37247742375446596,No,No,Sad
2024-08-14 11:43:31,0.2964465544225003,0.3653170703955209,No,No,Sad
2024-08-14 11:43:32,0.2661273447853214,0.4117647058823529,No,No,Sad
2024-08-14 11:43:32,0.30179733705917133,0.45098039215686275,No,No,Sad
2024-08-14 11:43:32,0.2663083547360554,0.43137254901960786,No,No,Sad
2024-08-14 11:43:32,0.24479574918315872,0.43137254901960786,No,No,Sad
2024-08-14 11:43:32,0.23534955807055452,0.47058823529411764,No,No,Sad
2024-08-14 11:43:32,0.2520654543721454,0.510082810416051,No,No,Sad
2024-08-14 11:43:32,0.24573107904281694,0.49049379815256966,No,No,Sad
2024-08-14 11:43:32,0.21407877212606352,0.48,Yes,No,Sad
2024-08-14 11:43:32,0.24445685152784835,0.5002997901738325,No,No,Sad
2024-08-14 11:43:32,0.22913847514516378,0.5198960311896037,No,No,Sad
2024-08-14 11:43:33,0.24487971829576968,0.5293100232300306,No,No,Sad
2024-08-14 11:43:33,0.2552033069654648,0.49019607843137253,No,No,Angry
2024-08-14 11:43:33,0.23507977442180372,0.5003696858176034,No,No,Angry
2024-08-14 11:43:33,0.18194786587105283,0.49047874063795427,Yes,No,Angry
