Timestamp,EAR,MAR,Drowsiness Detected,Yawning Detected,Emotion
2024-08-14 11:44:49,0.23598217863739857,0.32056028519051366,No,No,Surprise
2024-08-14 11:44:49,0.16688933859942567,0.33327619210837706,Yes,No,Sad
2024-08-14 11:44:49,0.18223502461978366,0.3018867924528302,Yes,No,Sad
2024-08-14 11:44:50,0.22545409033374975,0.2829685042142044,No,No,Sad
2024-08-14 11:44:50,0.2321040006376387,0.2829685042142044,No,No,Sad
2024-08-14 11:44:50,0.2505995694860317,0.3147608481023561,No,No,Sad
2024-08-14 11:44:50,0.24537037037037035,0.32075471698113206,No,No,Sad
2024-08-14 11:44:50,0.2708383673713346,0.32075471698113206,No,No,Sad
2024-08-14 11:44:50,0.24643225677403624,0.3147608481023561,No,No,Sad
2024-08-14 11:44:50,0.2657014444036886,0.30957404161829577,No,No,Sad
2024-08-14 11:44:50,0.24134665435856162,0.304047711974875,No,No,Sad
2024-08-14 11:44:50,0.24526200450691438,0.3277773886785445,No,No,Sad
2024-08-14 11:44:50,0.2349537037037037,0.3218729060920221,No,No,Sad
2024-08-14 11:44:50,0.23074480932755295,0.3392316319207759,No,No,Sad
2024-08-14 11:44:51,0.2098455925496841,0.3684210526315789,Yes,No,Sad
2024-08-14 11:44:51,0.22102321657050794,0.3620151622677405,No,No,Sad
2024-08-14 11:44:51,0.19648135107657944,0.39649279676943006,Yes,No,Sad
2024-08-14 11:44:51,0.19744652774659377,0.38596491228070173,Yes,No,Sad
2024-08-14 11:44:51,0.18783701708854905,0.4642857142857143,Yes,No,Sad
2024-08-14 11:44:51,0.20564992936400703,0.48214285714285715,Yes,No,Sad
2024-08-14 11:44:51,0.19190204610783165,0.45619687155139504,Yes,No,Sad
2024-08-14 11:44:51,0.15713277493967442,0.47299861873426313,Yes,No,Sad
2024-08-14 11:44:51,0.16892921275488695,0.5002570473993805,Yes,Yes,Sad
2024-08-14 11:44:51,0.19550299073107097,0.48148148148148145,Yes,No,Sad
2024-08-14 11:44:52,0.18226769317910077,0.4909090909090909,Yes,No,Sad
2024-08-14 11:44:52,0.19401703029468084,0.47299861873426313,Yes,No,Sad
2024-08-14 11:44:52,0.19636701115981614,0.500318775932925,Yes,Yes,Sad
2024-08-14 11:44:52,0.20311161018726792,0.5,Yes,No,Surprise
2024-08-14 11:44:52,0.196605513055154,0.509090909090909,Yes,Yes,Surprise
2024-08-14 11:44:52,0.19401703029468084,0.5739756641866494,Yes,Yes,Sad
2024-08-14 11:44:52,0.18360939411663552,0.5360118221358441,Yes,Yes,Sad
2024-08-14 11:44:52,0.18600833249654772,0.5713374853402542,Yes,Yes,Sad
2024-08-14 11:44:52,0.1753850867478797,0.543859649122807,Yes,Yes,Sad
2024-08-14 11:44:52,0.16285086848761576,0.5172413793103449,Yes,Yes,Sad
2024-08-14 11:44:52,0.1895393492083293,0.5344827586206896,Yes,Yes,Sad
2024-08-14 11:44:53,0.16404035766760972,0.5333333333333333,Yes,Yes,Sad
2024-08-14 11:44:53,0.17653181104018323,0.5253482748419183,Yes,Yes,Sad
2024-08-14 11:44:53,0.16516481327025231,0.4756284905705821,Yes,No,Sad
2024-08-14 11:44:53,0.15499567898754485,0.4917372071790321,Yes,No,Sad
2024-08-14 11:44:53,0.1588021637870995,0.507923790721805,Yes,Yes,Sad
2024-08-14 11:44:53,0.15008301315045686,0.46774193548387094,Yes,No,Surprise
2024-08-14 11:44:53,0.17091302648201184,0.4838080415478022,Yes,No,Sad
2024-08-14 11:44:53,0.1811563786744018,0.4840767491728217,Yes,No,Sad
2024-08-14 11:44:53,0.1642485941150149,0.47613049880171376,Yes,No,Sad
2024-08-14 11:44:53,0.1675600903006209,0.4461010562529155,Yes,No,Surprise
2024-08-14 11:44:54,0.16954022988505746,0.46869279001626346,Yes,No,Surprise
2024-08-14 11:44:54,0.2134783246478958,0.47669747469809637,Yes,No,Surprise
2024-08-14 11:44:54,0.14102411948543842,0.5321888457025824,Yes,Yes,Surprise
2024-08-14 11:44:54,0.13042362232215177,0.5399159159268239,Yes,Yes,Surprise
2024-08-14 11:44:54,0.11847576713074984,0.5807935918714218,Yes,Yes,Sad
2024-08-14 11:44:54,0.13495331345270553,0.5078725320551614,Yes,Yes,Surprise
2024-08-14 11:44:54,0.33938673347617654,0.5966817460163383,No,Yes,Surprise
2024-08-14 11:44:54,0.3260130062915727,0.5713611480844648,No,Yes,Surprise
2024-08-14 11:44:54,0.3289910860520815,0.5874420492347037,No,Yes,Surprise
2024-08-14 11:44:54,0.33639373910851966,0.5555024165653714,No,Yes,Surprise
2024-08-14 11:44:55,0.31462230328397,0.5872202195147035,No,Yes,Surprise
2024-08-14 11:44:55,0.3231945402059664,0.5964639392027239,No,Yes,Surprise
2024-08-14 11:44:55,0.3235787119769934,0.5713565985620566,No,Yes,Surprise
2024-08-14 11:44:55,0.11603767039556707,0.5873015873015873,Yes,Yes,Surprise
2024-08-14 11:44:55,0.14102411948543842,0.5874420492347037,Yes,Yes,Surprise
2024-08-14 11:44:55,0.148079559909562,0.5805696498573626,Yes,Yes,Surprise
2024-08-14 11:44:55,0.1396727188587061,0.5807935918714218,Yes,Yes,Surprise
2024-08-14 11:44:55,0.14992962096723317,0.5552758196085374,Yes,Yes,Surprise
2024-08-14 11:44:55,0.15645113418343826,0.5713565985620566,Yes,Yes,Surprise
2024-08-14 11:44:55,0.16926133580417296,0.5713565985620566,Yes,Yes,Surprise
2024-08-14 11:44:55,0.16678046838063798,0.5873015873015873,Yes,Yes,Surprise
2024-08-14 11:44:56,0.1270668803892752,0.5805696498573626,Yes,Yes,Surprise
2024-08-14 11:44:56,0.14984041239248028,0.5873015873015873,Yes,Yes,Surprise
2024-08-14 11:44:56,0.14954995213105438,0.5969144763428177,Yes,Yes,Surprise
2024-08-14 11:44:56,0.1476302517155434,0.5873015873015873,Yes,Yes,Surprise
2024-08-14 11:44:56,0.32573015079425033,0.5966817460163383,No,Yes,Surprise
2024-08-14 11:44:57,0.17310564620472574,0.5483157804208425,Yes,Yes,Sad
2024-08-14 11:44:58,0.17685564620472577,0.5483157804208425,Yes,Yes,Sad
2024-08-14 11:44:58,0.1732762361472306,0.5245196876576342,Yes,Yes,Surprise
2024-08-14 11:44:58,0.19424414432606824,0.5081284474183331,Yes,Yes,Surprise
2024-08-14 11:44:58,0.2033574758893349,0.47534596693973097,Yes,No,Surprise
2024-08-14 11:44:58,0.20269828555740815,0.45155417211128207,Yes,No,Surprise
2024-08-14 11:44:58,0.20305685591965683,0.47613049880171376,Yes,No,Sad
2024-08-14 11:44:58,0.1925925925925926,0.42857142857142855,Yes,No,Sad
2024-08-14 11:44:58,0.1901123657787115,0.42857142857142855,Yes,No,Sad
2024-08-14 11:44:58,0.1389765802611862,0.43542723739302197,Yes,No,Sad
2024-08-14 11:44:58,0.22672589771103596,0.43542723739302197,No,No,Sad
2024-08-14 11:44:58,0.22655655413505088,0.41935483870967744,No,No,Sad
2024-08-14 11:44:59,0.2650462962962963,0.4098360655737705,No,No,Sad
2024-08-14 11:44:59,0.250266495004203,0.4262295081967213,No,No,Sad
2024-08-14 11:44:59,0.24537037037037035,0.45901639344262296,No,No,Sad
2024-08-14 11:44:59,0.15733516349843674,0.4756284905705821,Yes,No,Sad
2024-08-14 11:44:59,0.15625,0.47540983606557374,Yes,No,Sad
2024-08-14 11:44:59,0.16859263063238497,0.5083927535206892,Yes,Yes,Sad
2024-08-14 11:44:59,0.16905567128661117,0.48362060428489695,Yes,No,Sad
2024-08-14 11:44:59,0.17068702141615089,0.4999305700198,Yes,No,Sad
2024-08-14 11:44:59,0.17800018068141465,0.5169354139756941,Yes,Yes,Sad
2024-08-14 11:44:59,0.16094852262668796,0.5002777006601211,Yes,Yes,Sad
2024-08-14 11:44:59,0.16255158222470228,0.4917372071790321,Yes,No,Sad
2024-08-14 11:45:00,0.14803149531665313,0.4918032786885246,Yes,No,Sad
2024-08-14 11:45:00,0.1697995509628242,0.5,Yes,No,Sad
2024-08-14 11:45:00,0.14298317715545916,0.49201031867311157,Yes,No,Sad
2024-08-14 11:45:00,0.1526491649548826,0.49993497626606226,Yes,No,Sad
2024-08-14 11:45:00,0.11780160065512538,0.48362060428489695,Yes,No,Sad
2024-08-14 11:45:00,0.10073163236056384,0.45924733414277846,Yes,No,Sad
2024-08-14 11:45:00,0.10015037390417018,0.45924733414277846,Yes,No,Sad
2024-08-14 11:45:00,0.08852206910519042,0.44438846554826616,Yes,No,Sad
2024-08-14 11:45:00,0.12161834631188972,0.4589547267004299,Yes,No,Sad
2024-08-14 11:45:00,0.3213611965310202,0.4031733679565018,No,No,Surprise
2024-08-14 11:45:01,0.2675358702636004,0.45155417211128207,No,No,Surprise
2024-08-14 11:45:01,0.2864578727745556,0.4193003026747619,No,No,Surprise
2024-08-14 11:45:01,0.2908123566068431,0.4196103214251932,No,No,Surprise
2024-08-14 11:45:01,0.28699330568733106,0.4031733679565018,No,No,Surprise
2024-08-14 11:45:01,0.3040972536154737,0.45161290322580644,No,No,Surprise
2024-08-14 11:45:01,0.265894990896948,0.4519008298749,No,No,Surprise
2024-08-14 11:45:01,0.2883644261642329,0.44472780082926666,No,No,Surprise
2024-08-14 11:45:01,0.2647072873663837,0.4129515313622267,No,No,Surprise
2024-08-14 11:45:01,0.28809028715517676,0.46059105169990183,No,No,Surprise
2024-08-14 11:45:01,0.2629945735058844,0.4098360655737705,No,No,Surprise
2024-08-14 11:45:01,0.27906310356499964,0.43548387096774194,No,No,Surprise
